10243335,Jack the Ripper,1946151,4,59616682,2018-06-06T23:09:16Z
10243369,bot-mode,451693,2,14926049,2013-02-05T20:06:14Z
10243512,Jack the Ripper,1946151,5,59616504,2018-06-06T22:50:30Z
10243518,Jack the Ripper,1946151,3,36970639,2016-02-03T05:03:46Z
10243645,bot-mode,451693,3,14373181,2012-12-23T03:22:30Z
10243665,bot-mode,451693,2,14926049,2013-02-05T20:06:29Z
10243671,Jack the Ripper,1946151,14,59616682,2018-06-06T23:09:13Z
10243747,piligab,3877019,4,40046017,2016-06-15T19:40:05Z
10243748,bot-mode,451693,2,14926049,2013-02-05T20:06:34Z
10243776,bot-mode,451693,2,14926049,2013-02-05T20:06:34Z
10243861,grouper,369983,3,27683904,2014-12-25T06:53:09Z
10243890,ntanniru,9196100,3,71707714,2019-06-28T13:14:45Z
10243926,grouper,369983,3,27683904,2014-12-25T06:53:06Z
10243930,naaitha,9259472,9,71708468,2019-06-28T13:36:40Z
10244003,NE2,207745,6,15058679,2013-02-17T02:29:48Z
10244034,pete404,2716442,8,48655583,2017-05-13T17:49:48Z
10244079,bot-mode,451693,2,14926049,2013-02-05T20:06:52Z
10244086,grouper,369983,7,27664000,2014-12-24T03:42:09Z
10244102,bot-mode,451693,2,14926049,2013-02-05T20:06:53Z
10244121,Jack the Ripper,1946151,6,59615560,2018-06-06T21:30:54Z
10244122,Jack the Ripper,1946151,6,59615560,2018-06-06T21:30:56Z
10244123,Jack the Ripper,1946151,9,59615560,2018-06-06T21:30:47Z
10244139,rza31,2137840,5,46238402,2017-02-20T09:29:43Z
10244152,bot-mode,451693,2,14373181,2012-12-23T03:22:31Z
10244168,Jack the Ripper,1946151,4,59616136,2018-06-06T22:14:31Z
10244170,Jack the Ripper,1946151,5,59616682,2018-06-06T23:09:15Z
10244185,arkdatta,8683372,6,71436459,2019-06-20T09:44:04Z
10244211,bot-mode,451693,2,14926049,2013-02-05T20:07:00Z
10244230,Jack the Ripper,1946151,4,59616504,2018-06-06T22:50:29Z
10244386,vvvuppal,10086302,14,71633492,2019-06-26T11:37:18Z
10244440,bot-mode,451693,2,14926049,2013-02-05T20:07:14Z
10244490,Jack the Ripper,1946151,4,59616504,2018-06-06T22:50:29Z
10244533,bot-mode,451693,2,14926049,2013-02-05T20:07:20Z
10244581,Jack the Ripper,1946151,3,59616682,2018-06-06T23:09:14Z
10244663,bot-mode,451693,2,14926049,2013-02-05T20:07:24Z
10244701,bot-mode,451693,2,14373181,2012-12-23T03:22:31Z
10244703,bot-mode,451693,2,14373181,2012-12-23T03:22:31Z
10244704,bot-mode,451693,3,14373181,2012-12-23T03:22:32Z
10244772,bot-mode,451693,5,14373181,2012-12-23T03:22:32Z
10244775,bot-mode,451693,2,14373181,2012-12-23T03:22:33Z
10244853,bot-mode,451693,2,14407859,2012-12-26T03:02:13Z
10244957,DaveHansenTiger,7168,1,298527,2007-10-24T00:28:57Z
10245025,Chris Reynolds 2,1774360,12,22875261,2014-06-11T16:57:32Z
10245081,grouper,369983,3,27683904,2014-12-25T06:53:14Z
10245082,bot-mode,451693,2,14855712,2013-01-31T07:20:19Z
10245092,Jack the Ripper,1946151,12,37278491,2016-02-18T00:13:28Z
10245150,bot-mode,451693,4,14373181,2012-12-23T03:22:33Z
10245270,naaitha,9259472,3,71773227,2019-07-01T06:49:51Z
10245273,bot-mode,451693,2,14855712,2013-01-31T07:20:30Z
10245275,bot-mode,451693,2,14855712,2013-01-31T07:20:30Z
10245277,bot-mode,451693,2,14855712,2013-01-31T07:20:31Z
10245312,pavapati,10086305,4,71634483,2019-06-26T12:09:04Z
10245609,bot-mode,451693,2,14926049,2013-02-05T20:08:07Z
10245721,rza31,2137840,12,46238402,2017-02-20T09:29:45Z
10245734,bot-mode,451693,3,14373181,2012-12-23T03:22:34Z
10245827,ntanniru,9196100,7,71700606,2019-06-28T09:36:50Z
